# sin(x)
# x	y1
-10.0	0.5440211108893698
-9.797979797979798	0.3645987336558887
-9.595959595959595	0.1703468323280965
-9.393939393939394	-0.03083367906114098
-9.191919191919192	-0.23076007532505177
-8.98989898989899	-0.4213006405886069
-8.787878787878787	-0.5947054140244975
-8.585858585858587	-0.7439214082568444
-8.383838383838384	-0.8628794793817836
-8.181818181818182	-0.9467411805833543
-7.979797979797979	-0.9920955589323228
-7.777777777777778	-0.9970978909438748
-7.575757575757576	-0.9615447140268237
-7.373737373737374	-0.8868821020290788
-7.171717171717171	-0.7761468482835805
-6.96969696969697	-0.6338429484489058
-6.767676767676767	-0.4657584070256517
-6.565656565656566	-0.27872981867755725
-6.363636363636363	-0.08036429967028173
-6.161616161616162	0.12126992053716677
-5.959595959595959	0.31797166281061867
-5.757575757575758	0.5017403693939113
-5.555555555555555	0.6651015149788224
-5.353535353535354	0.8014106221689697
-5.151515151515151	0.9051235159501367
-4.949494949494949	0.9720218249588335
-4.747474747474747	0.9993845576124357
-4.545454545454546	0.9860987744909298
-4.343434343434343	0.9327048555318336
-4.141414141414142	0.8413745208608705
-3.9393939393939394	0.7158224992291902
-3.737373737373737	0.5611554368152014
-3.5353535353535346	0.3836641918061115
-3.333333333333334	0.19056796287548583
-3.1313131313131315	-0.010279341240534253
-2.929292929292929	-0.2107085480771929
-2.7272727272727266	-0.402567490669497
-2.525252525252525	-0.5780525851065732
-2.3232323232323235	-0.7300262299764461
-2.121212121212121	-0.8523071179396752
-1.9191919191919187	-0.9399216514301314
-1.7171717171717162	-0.9893062365143402
-1.5151515151515156	-0.9984522269003896
-1.3131313131313131	-0.9669876227092996
-1.1111111111111107	-0.8961922010299561
-0.9090909090909101	-0.7889454628442579
-0.7070707070707076	-0.649609513505707
-0.5050505050505052	-0.48385164043793477
-0.30303030303030276	-0.2984138044476408
-0.10101010101010033	-0.10083842025810393
0.1010101010101021	0.1008384202581057
0.30303030303030276	0.2984138044476408
0.5050505050505052	0.48385164043793477
0.7070707070707076	0.649609513505707
0.9090909090909083	0.7889454628442569
1.1111111111111107	0.8961922010299561
1.3131313131313131	0.9669876227092996
1.5151515151515156	0.9984522269003896
1.7171717171717162	0.9893062365143402
1.9191919191919187	0.9399216514301314
2.121212121212121	0.8523071179396752
2.3232323232323218	0.7300262299764473
2.525252525252526	0.5780525851065724
2.7272727272727266	0.402567490669497
2.929292929292931	0.21070854807719117
3.1313131313131315	0.010279341240534253
3.333333333333332	-0.19056796287548408
3.5353535353535364	-0.3836641918061131
3.737373737373737	-0.5611554368152014
3.9393939393939412	-0.7158224992291914
4.141414141414142	-0.8413745208608705
4.3434343434343425	-0.9327048555318332
4.545454545454547	-0.98609877449093
4.747474747474747	-0.9993845576124357
4.94949494949495	-0.9720218249588334
5.151515151515152	-0.9051235159501364
5.353535353535353	-0.8014106221689702
5.555555555555555	-0.6651015149788224
5.757575757575758	-0.5017403693939113
5.95959595959596	-0.31797166281061784
6.161616161616163	-0.12126992053716588
6.363636363636363	0.08036429967028173
6.5656565656565675	0.27872981867755897
6.767676767676768	0.46575840702565247
6.969696969696969	0.6338429484489051
7.1717171717171695	0.7761468482835794
7.373737373737374	0.8868821020290788
7.575757575757574	0.9615447140268233
7.777777777777779	0.9970978909438749
7.979797979797979	0.9920955589323228
8.18181818181818	0.946741180583355
8.383838383838384	0.8628794793817836
8.585858585858585	0.7439214082568455
8.787878787878789	0.5947054140244961
8.98989898989899	0.4213006405886069
9.19191919191919	0.23076007532505352
9.393939393939394	0.03083367906114098
9.595959595959595	-0.1703468323280965
9.7979797979798	-0.3645987336558903
10.0	-0.5440211108893698
